"","song.id","bird.id","location","dialect","region","year","distance","duration","bg.OBCZ2000","bg.OBCZ2500","bg.OBCZ3150","bg.OBCZ4000","bg.OBCZ5000","bg.OBCZ6300","bg.OBCZ8000","ambient.LAeq","SENEL.total","SENEL.song","SEL.LZeq","song.bands.OBCZ2000","song.bands.OBCZ2500","song.bands.OBCZ3150","song.bands.OBCZ4000","song.bands.OBCZ5000","song.bands.OBCZ6300","song.bands.OBCZ8000","song.bands.OBCZ2000.SNR","song.bands.OBCZ2500.SNR","song.bands.OBCZ3150.SNR","song.bands.OBCZ4000.SNR","song.bands.OBCZ5000.SNR","song.bands.OBCZ6300.SNR","song.bands.OBCZ8000.SNR"
"SF__LD__.031_02250","SF__LD__.031_02250","LD10_20","LODU","San_Fran","Urban","Y2020",12,2.18,19.012,16.42,17.765,18.916,20.293,10.55,9.93,45.438,54.653,53.925,75.509,-39.616,34.816,59.419,67.299,69.956,41.57,23.691,-62.013,15.011,38.269,44.998,46.279,27.635,10.376
"SF__LD__.033_01040","SF__LD__.033_01040","LD11_20","LODU","San_Fran","Urban","Y2020",13,2.78,22.104,20.212,20.498,24.026,26.895,16.919,18.511,39.637,56.312,55.432,77.711,-38.921,42.967,56.022,71.323,68.43,51.444,-36.621,-65.466,18.315,31.083,42.856,37.095,30.084,-59.572
"SF__RICH.001_00851","SF__RICH.001_00851","RICH2_20","RICH","Richmond","Urban","Y2020",11,2.08,12.76,14.481,19.64,21.83,18.243,4.804,7.972,NA,65.029,64.13,84.958,27.318,44.515,65.795,80.496,75.163,55.497,42.289,11.377,26.853,42.975,55.486,53.739,47.513,31.136
"SF__RICH.002_00683","SF__RICH.002_00683","RICH2_20","RICH","Richmond","Urban","Y2020",12,2,18.591,17.272,19.693,21.73,18.55,21.544,33.189,NA,63.625,62.724,84.308,-39.616,49.72,66.192,79.925,74.853,55.642,-37.316,-61.217,29.438,43.488,55.186,53.293,31.087,-73.516
"SF__RICH.002_01596","SF__RICH.002_01596","RICH2_20","RICH","Richmond","Urban","Y2020",12,2.08,14.551,11.188,15.108,17.473,12.631,9.808,18.232,53.754,64.124,63.219,84.803,-39.616,43.365,66.212,80.39,74.76,55.683,43.682,-57.348,28.996,47.924,59.736,58.948,42.694,22.27
"SF__RICH.002_02913","SF__RICH.002_02913","RICH2_20","RICH","Richmond","Urban","Y2020",12,2.12,15.071,12.863,15.41,19.608,13.625,11.205,21.702,39.933,59.789,58.871,80.454,-39.616,46.048,63.361,75.986,69.909,52.939,-37.316,-57.951,29.922,44.688,53.115,53.02,38.471,-62.282
"SF__RICH.002_04118","SF__RICH.002_04118","RICH2_20","RICH","Richmond","Urban","Y2020",12,2.14,16.521,13.599,15.23,16.464,14.255,13.548,22.109,39.938,62.06,61.226,82.81,-39.616,49.307,65.457,77.221,75.017,55.136,41.109,-59.441,32.404,46.923,57.452,57.459,38.283,15.696
"SF__RICH.002_05272","SF__RICH.002_05272","RICH2_20","RICH","Richmond","Urban","Y2020",12,2.2,15.972,15.866,18.254,26.474,24.754,19.383,22.978,40.958,62.333,61.456,83.04,-39.616,44.942,65.024,77.907,74.065,53.658,-37.316,-59.012,25.652,43.347,48.009,45.887,30.851,-63.718
"SF__RICH.002_06366","SF__RICH.002_06366","RICH2_20","RICH","Richmond","Urban","Y2020",12,2.16,16.797,14.995,20.642,26.275,26.381,11.845,20.617,50.211,62.241,61.317,82.901,-39.616,45.976,64.688,78.426,72.224,52.46,42.587,-59.758,27.636,40.702,48.806,42.498,37.271,18.626
"SF__RICH.003_00096","SF__RICH.003_00096","RICH2_20","RICH","Richmond","Urban","Y2020",11,2.12,20.154,18.743,21.463,22.404,18.319,15.518,26.247,NA,64.866,63.948,84.775,32.205,47.788,66.99,80.362,74.172,56.069,42.593,8.788,25.782,42.263,54.695,52.589,37.287,13.082
"SF__RICH.003_01280","SF__RICH.003_01280","RICH2_20","RICH","Richmond","Urban","Y2020",11,2.16,20.235,18.583,20.942,22.007,17.965,15.103,26.346,41.38,64.755,63.831,84.659,-40.372,52.393,67.804,80.137,73.862,55.534,31.22,-63.952,30.465,43.517,54.786,52.552,37.087,1.529
"SF__RICH.004_00060","SF__RICH.004_00060","RICH2_20","RICH","Richmond","Urban","Y2020",6,2.14,17.406,19.785,20.96,20.79,20.587,13.181,20.431,NA,66.681,65.789,81.352,29.244,50.74,65.651,76.389,71.938,53.571,39.53,8.534,27.651,41.387,52.295,48.047,37.086,15.795
"SF__RICH.004_01168","SF__RICH.004_01168","RICH2_20","RICH","Richmond","Urban","Y2020",6,2.16,17.428,19.803,20.976,20.838,20.617,13.294,20.605,54.816,66.839,65.962,81.525,39.13,48.1,65.084,76.418,72.496,54.034,42.409,18.357,24.952,40.763,52.236,48.534,37.395,18.46
"SF__RICH.004_02173","SF__RICH.004_02173","RICH2_20","RICH","Richmond","Urban","Y2020",6,2.12,17.452,19.727,20.917,20.81,20.619,13.292,20.604,56.889,66.59,65.722,81.285,-45.637,47.745,64.44,76.184,72.61,53.02,40.483,-66.352,24.755,40.26,52.111,48.727,36.465,16.615
"SF__RICH.004_03368","SF__RICH.004_03368","RICH2_20","RICH","Richmond","Urban","Y2020",6,2.1,17.512,19.592,20.53,20.571,20.464,13.39,20.86,43.468,68.032,67.179,82.742,-45.637,48.906,65.693,77.493,74.551,53.431,42.16,-66.371,26.091,41.94,53.7,50.865,36.819,18.077
"SF__RICH.004_04450","SF__RICH.004_04450","RICH2_20","RICH","Richmond","Urban","Y2020",6,2.1,30.378,24.273,27.311,25.525,23.541,18.32,21.152,56.714,67.784,66.911,82.474,-45.637,50.149,65.75,77.438,73.774,53.502,40.829,-79.237,22.654,35.217,48.691,47.01,31.96,16.455
"SF__RICH.007_00473","SF__RICH.007_00473","RICH_YM_YS","RICH","Richmond","Urban","Y2020",6,2.02,17.432,14.491,14.061,15.742,13.225,7.596,5.232,NA,62.797,61.924,77.487,30.767,39.023,59.397,72.762,68.862,42.485,31.983,10.281,21.479,42.283,53.967,52.584,31.836,23.698
"SF__RICH.014_00917","SF__RICH.014_00917","RICH6_20","RICH","Richmond","Urban","Y2020",10,2.12,19.022,17.589,17.182,18.91,18.508,18.046,14.494,NA,66.226,65.375,85.375,26.574,41.278,64.979,80.303,76.95,60.666,41.552,4.289,20.425,44.534,58.13,55.179,39.357,23.795
"SF__RICH.015_00642","SF__RICH.015_00642","RICH7_20","RICH","Richmond","Urban","Y2020",7,1.64,22.372,22.097,24.48,27.327,24.241,26.165,21.908,NA,62.786,61.838,78.74,32.096,42.728,64.734,75.454,68.431,-42.998,-41.998,7.575,18.483,38.105,45.979,42.041,-71.312,-66.055
"SF__RICH.015_01571","SF__RICH.015_01571","RICH7_20","RICH","Richmond","Urban","Y2020",7,1.88,20.575,19.649,19.884,27.373,23.392,26.332,27.272,53.768,63.382,62.458,79.36,-44.298,43.33,62.883,75.418,69.364,-42.998,-41.998,-67.615,20.94,40.257,45.303,43.23,-72.072,-72.011
"SF__RICH.015_01969","SF__RICH.015_01969","RICH7_20","RICH","Richmond","Urban","Y2020",7,1.88,20.653,19.687,19.825,27.538,23.546,26.469,27.413,54.263,63.471,62.552,79.454,-44.298,44.551,63.716,75.39,69.749,-42.998,-41.998,-67.692,22.122,41.15,45.11,43.462,-72.209,-72.152
"SF__RICH.015_02827","SF__RICH.015_02827","RICH7_20","RICH","Richmond","Urban","Y2020",7,1.94,18.306,15.648,15.251,17.903,14.808,9.329,9.865,56.546,65.166,64.229,81.131,-44.298,45.274,66.337,77.086,70.308,35.588,31.829,-65.482,26.748,48.208,56.305,52.622,23.381,19.087
"SF__RICH.015_03393","SF__RICH.015_03393","RICH7_20","RICH","Richmond","Urban","Y2020",7,1.98,17.884,14.295,13.871,17.217,12.821,9.875,9.521,57.471,65.75,64.798,81.7,-44.298,45.268,66.173,77.808,69.73,37.047,29.018,-65.148,28.006,49.336,57.625,53.943,24.205,16.53
"SF__RICH.015_04011","SF__RICH.015_04011","RICH7_20","RICH","Richmond","Urban","Y2020",7,2.04,17.715,14.228,13.576,28.077,27.123,33.371,10.443,55.986,66.432,65.49,82.392,23.929,46.121,66.98,78.202,71.164,-42.998,30.014,3.118,28.797,50.308,47.03,40.945,-79.466,16.475
"SF__RICH.017_00162","SF__RICH.017_00162","RICH8_20","RICH","Richmond","Urban","Y2020",5,2.12,19.193,22.193,19.055,20.211,19.504,5.831,9.954,NA,65.984,65.057,79.037,-47.221,44.383,63.767,74.487,68.405,21.194,28.162,-69.677,18.927,41.448,51.013,45.637,12.1,14.944
"SF__RICH.017_00866","SF__RICH.017_00866","RICH8_20","RICH","Richmond","Urban","Y2020",5,2.06,19.059,22.028,19.118,20.579,19.572,5.882,9.985,NA,65.816,64.912,78.892,-47.221,42.418,63.187,74.254,69.3,24.207,29.886,-69.418,17.251,40.931,50.536,46.59,15.187,16.762
"SF__RICH.017_02168","SF__RICH.017_02168","RICH8_20","RICH","Richmond","Urban","Y2020",5,2.14,18.159,16.024,15.771,19.846,18.756,5.656,9.857,60.206,68.17,67.252,81.231,20.46,45.534,67.05,76.381,71.106,25.053,33.228,-1.003,26.206,47.975,53.231,49.045,16.092,20.067
"SF__RICH.017_02730","SF__RICH.017_02730","RICH8_20","RICH","Richmond","Urban","Y2020",5,2.06,19.312,17.043,16.579,20.41,19.069,6.053,9.81,61.709,67.962,67.053,81.032,-47.221,43.948,66.079,76.371,71.314,24.906,32.737,-69.671,23.767,46.361,52.823,49.106,15.714,19.788
"SF__RICH.017_03261","SF__RICH.017_03261","RICH8_20","RICH","Richmond","Urban","Y2020",5,2.22,19.766,16.951,17.152,20.235,19.338,6.521,10.541,60.187,68.055,67.135,81.115,41.797,45.328,68.208,75.831,71.053,27.379,35.203,18.567,24.914,47.593,52.132,48.251,17.395,21.199
"SF__RICH.017_03945","SF__RICH.017_03945","RICH8_20","RICH","Richmond","Urban","Y2020",5,2.06,22.508,20.372,18.589,22.044,21.798,7.441,11.271,58.224,68.287,67.401,81.381,48.367,49.209,68.043,76.097,72.749,30.838,37.16,22.72,25.698,46.315,50.915,47.812,20.259,22.75
"SF__RICH.017_04583","SF__RICH.017_04583","RICH8_20","RICH","Richmond","Urban","Y2020",5,2.12,19.462,17.1,16.707,20.43,19.213,6.094,9.856,58.413,66.128,65.234,79.213,-47.221,43.938,64.088,74.246,69.917,24.002,32.131,-69.946,23.575,44.118,50.553,47.441,14.645,19.012
"SF__RICH.020_00157","SF__RICH.020_00157","RICH_WS_Ylb","RICH","Richmond","Urban","Y2020",3,1.86,26.015,23.166,22.507,25.658,22.571,33.417,15.085,NA,69.427,68.43,77.972,34.586,40.353,66.669,74.208,63.694,-50.358,29.102,5.876,14.492,41.467,45.854,38.428,-86.47,11.321
"SF__RICH.020_00882","SF__RICH.020_00882","RICH_WS_Ylb","RICH","Richmond","Urban","Y2020",3,1.94,25.907,22.971,22.328,25.388,22.409,33.569,15.011,NA,69.216,68.254,77.796,-51.658,43.128,63.544,73.957,65.513,-50.358,26.969,-80.443,17.278,38.339,45.691,40.226,-86.805,9.08
"SF__RICH.021_00330","SF__RICH.021_00330","RICH_WS_Ylb","RICH","Richmond","Urban","Y2020",4,1.84,23.005,22.206,24.67,26.96,20.808,18.315,20.112,NA,63.761,62.771,74.812,-49.159,42.968,61.511,71.357,60.708,-47.859,29.003,-74.812,18.114,34.193,41.749,37.252,-68.822,6.242
"SF__RICH.021_01295","SF__RICH.021_01295","RICH_WS_Ylb","RICH","Richmond","Urban","Y2020",4,1.96,27.403,27.015,26.526,29.858,26.076,29.308,23.808,54.176,66.602,65.641,77.682,-49.159,39.085,61.087,73.968,65.299,-47.859,-46.859,-79.485,9.147,31.638,41.188,36.301,-80.09,-73.589
"SF__RICH.021_02362","SF__RICH.021_02362","RICH_WS_Ylb","RICH","Richmond","Urban","Y2020",4,1.86,21.528,30.168,23.713,28.703,27.248,26.557,12.113,56.547,66.885,65.959,78,39.873,-49.259,62.788,74.02,68.074,-47.859,23.669,15.65,-82.122,36.38,42.622,38.131,-77.111,8.86
"SF__RICH.021_03531","SF__RICH.021_03531","RICH_WS_Ylb","RICH","Richmond","Urban","Y2020",4,1.44,24.25,25.019,18.95,26.41,26.078,24.077,11.926,43.697,66.176,65.249,77.29,-49.159,-49.259,62.28,74.54,68.173,-47.859,24.241,-74.992,-75.861,41.746,46.546,40.512,-73.52,10.732
"SF__RICH.021_04435","SF__RICH.021_04435","RICH_WS_Ylb","RICH","Richmond","Urban","Y2020",4,1.78,21.43,20.877,19.641,23.357,24.071,34.235,13.756,56.354,67.675,66.715,78.756,-49.159,39.767,62.145,75.534,66.342,-47.859,25.878,-73.093,16.386,39.999,49.673,39.767,-84.598,9.617
"SF__RICH.021_05476","SF__RICH.021_05476","RICH_WS_Ylb","RICH","Richmond","Urban","Y2020",4,1.8,24.658,24.351,24.05,26.765,22.348,18.716,15.002,57.699,67.311,66.371,78.413,28.495,42.914,60.721,74.956,67.494,-47.859,24.627,1.285,16.011,34.119,45.638,42.594,-69.127,7.072
"SF__RICH.023_00001","SF__RICH.023_00001","RICH11_20","RICH","Richmond","Urban","Y2020",11,2.12,20.004,20.334,18.517,20.903,19.603,14.497,10.187,NA,62.586,61.653,82.481,37.07,49.12,65.845,78.123,71.421,41.032,27.467,13.803,25.523,44.065,53.958,48.554,23.271,14.017
"SF__RICH.027_00744","SF__RICH.027_00744","RICH12_20","RICH","Richmond","Urban","Y2020",5,1.64,22.002,16.846,21.476,21.797,21.084,13.982,6.812,NA,56.279,55.389,69.368,28.675,29.547,48.153,65.768,61.344,36.412,17.716,4.525,10.553,24.528,41.823,38.112,20.282,8.755
"SF__RICH.027_01474","SF__RICH.027_01474","RICH12_20","RICH","Richmond","Urban","Y2020",5,1.78,22.966,18.503,16.487,22.711,18.756,13.441,7.267,48.605,57.224,56.298,70.277,19.882,29.231,52.296,66.645,60.521,37.119,14.202,-5.588,8.224,33.305,41.43,39.261,21.174,4.431
"SF__RICH.027_02393","SF__RICH.027_02393","RICH12_20","RICH","Richmond","Urban","Y2020",5,1.58,22.596,18.108,17.614,23.522,20.05,14.476,8.242,48.942,61.115,60.243,74.222,-47.221,31.901,55.558,70.596,66.694,43.117,23.087,-71.803,11.807,35.957,45.087,44.657,26.654,12.859
"SF__RICH.027_03077","SF__RICH.027_03077","RICH12_20","RICH","Richmond","Urban","Y2020",5,1.68,25.897,21.286,19.147,24.291,21.163,16.047,9.371,51.878,57.955,57.039,71.019,-47.221,33.18,52.533,67.521,62.034,39.025,17.863,-75.371,9.641,31.132,40.977,38.618,20.725,6.239
"SF__RICH.027_03735","SF__RICH.027_03735","RICH12_20","RICH","Richmond","Urban","Y2020",5,1.78,25.9,21.292,19.132,24.302,21.26,16.841,9.391,49.793,56.088,55.159,69.139,-47.221,-47.321,49.946,65.502,59.572,31.82,-44.921,-75.625,-71.117,28.309,38.696,35.808,12.475,-56.816
"SF__LM__.011_00001","SF__LM__.011_00001","LM5_20","LAME","Merced","Urban","Y2020",5,1.76,24.733,22.717,21.361,22.699,24.003,13.834,17.396,NA,56.447,55.511,69.491,-47.221,41.93,59.716,64.362,61.142,41.072,-44.921,-74.408,16.758,35.899,39.208,34.684,24.783,-64.772
"SF__LM__.011_01668","SF__LM__.011_01668","LM5_20","LAME","Merced","Urban","Y2020",5,2.14,29.155,27.965,26.445,26.326,28.273,19.002,22.195,42.968,56.947,55.979,69.958,-47.221,38.205,58.487,64.246,60.806,40.187,-44.921,-79.68,6.936,28.738,34.617,29.229,17.881,-70.42
"SF__LM__.017_00024","SF__LM__.017_00024","LM6_20","LAME","Merced","Urban","Y2020",9,2.76,24.183,20.117,19.437,21.424,20.095,7.994,9.232,NA,56.608,55.855,74.939,-42.115,45.38,56.171,66.57,67.886,45.932,46.561,-70.707,20.854,32.324,40.736,43.382,33.529,32.92
"SF__LM__.017_01157","SF__LM__.017_01157","LM6_20","LAME","Merced","Urban","Y2020",9,2.56,25.747,22.639,23.105,24.83,26.904,23.601,26.034,45.067,56.749,55.923,75.008,-42.115,46.232,55.344,67.776,67.709,34.202,-39.815,-71.945,19.51,28.156,38.863,36.723,6.519,-69.931
"SF__LM__.019_00001","SF__LM__.019_00001","LM2_20","LAME","Merced","Urban","Y2020",6,1.56,36.317,34.972,34.798,35.942,37.701,26.661,30.654,NA,61.511,60.785,76.348,-45.637,31.574,47.994,66.939,73.475,45.66,30.836,-83.885,-5.329,11.265,29.065,33.843,17.067,-1.749
"SF__LM__.019_01709","SF__LM__.019_01709","LM2_20","LAME","Merced","Urban","Y2020",6,2.08,34.146,33.472,34.394,35.444,38.698,26.877,30.472,51.332,60.435,59.562,75.125,-45.637,-45.737,49.951,67.068,70.113,45.517,38.913,-82.963,-82.389,12.376,28.443,28.235,15.459,5.26
"SF__LM__.019_03592","SF__LM__.019_03592","LM2_20","LAME","Merced","Urban","Y2020",6,2.32,33.284,33.495,33.327,34.408,37.318,25.934,30.469,50.901,61.691,60.855,76.418,33.906,39.156,48.089,68.567,70.582,43.835,38.063,-3.034,2.006,11.106,30.504,29.61,14.246,3.939
"SF__LM__.019_05695","SF__LM__.019_05695","LM2_20","LAME","Merced","Urban","Y2020",6,2.24,33.286,33.514,33.339,34.403,37.335,25.945,30.458,50.813,60.938,60.116,75.68,38.007,-45.737,49.485,67.084,70.464,43.799,37.351,1.218,-82.753,12.644,29.178,29.627,14.351,3.39
"SF__LM__.019_07316","SF__LM__.019_07316","LM2_20","LAME","Merced","Urban","Y2020",6,2.44,39.596,38.202,35.798,35.655,38.365,25.785,29.898,51.224,61.939,60.974,76.537,-45.637,-45.737,49.338,68.576,70.403,45.436,41.125,-89.107,-87.813,9.666,29.048,28.164,15.777,7.353
"SF__LM__.021_00142","SF__LM__.021_00142","LM3_20","LAME","Merced","Urban","Y2020",10,2.48,19.384,22.084,22.794,25.296,23.023,20.991,8.17,NA,54.841,53.99,73.99,36.14,41.687,51.628,67.584,66.11,46.232,30.93,12.812,15.658,24.89,38.343,39.143,21.296,18.816
"SF__LM__.021_01795","SF__LM__.021_01795","LM3_20","LAME","Merced","Urban","Y2020",10,2.48,20.242,21.712,23.356,25.926,22.976,19.519,9.26,39.785,55.293,54.418,74.418,44.879,46.884,52.568,68.325,65.965,46.969,32.006,20.693,21.227,25.268,38.455,39.044,23.505,18.802
"SF__LM__.025_00642","SF__LM__.025_00642","LM8_20","LAME","Merced","Urban","Y2020",8,2.44,22.092,24.938,22.667,35.276,24.142,18.423,11.286,NA,60.655,59.872,77.934,-43.138,35.689,58.047,70.467,71.104,57.627,38.952,-69.104,6.878,31.506,31.317,43.088,35.329,23.793
"SF__LM__.025_02117","SF__LM__.025_02117","LM8_20","LAME","Merced","Urban","Y2020",8,2.2,26.845,24.28,21.624,21.93,20.544,10.611,8.463,42.583,61.003,60.327,78.389,-43.138,40.202,56.537,69.889,73.104,56.436,37.139,-73.407,12.498,31.489,44.534,49.135,42.4,25.251
"SF__LM__.025_06269","SF__LM__.025_06269","LM8_20","LAME","Merced","Urban","Y2020",8,2.48,26.844,23.434,22.687,23.979,25.833,18.632,14.299,53.633,62.342,61.539,79.601,-43.138,45.565,60.952,72.895,71.846,56.286,39.283,-73.927,18.186,34.32,44.972,42.068,33.709,21.04
"SF__LM__.027_00790","SF__LM__.027_00790","LM4_20","LAME","Merced","Urban","Y2020",5,2.14,20.505,17.804,18.916,24.513,23.899,9.906,5.961,NA,56.236,55.41,69.389,27.201,38.582,56.393,62.458,62.575,39.074,19.595,3.392,17.474,34.173,34.64,35.372,25.865,10.329
"SF__LM__.027_01275","SF__LM__.027_01275","LM4_20","LAME","Merced","Urban","Y2020",5,2.24,19.258,17.395,22.189,27.005,30.468,12.871,7.923,49.326,56.41,55.564,69.544,22.61,40.961,55.895,62.35,62.686,39.151,19.813,-0.151,20.064,30.203,31.842,28.715,22.777,8.388
"SF__LM__.027_01760","SF__LM__.027_01760","LM4_20","LAME","Merced","Urban","Y2020",5,2,21.485,18.645,20.022,27.223,25.931,9.814,5.688,50.084,54.822,53.979,67.958,-47.221,39.881,56.374,60.746,61.627,38.899,20.361,-71.716,18.226,33.342,30.512,32.686,26.075,11.663
"SF__LM__.027_02245","SF__LM__.027_02245","LM4_20","LAME","Merced","Urban","Y2020",5,2.26,20.431,20.077,25.193,25.613,30.104,14.02,14.746,49.419,58.729,57.979,71.958,35.924,42.313,56.721,63.469,66.183,42.094,34.263,11.952,18.694,27.987,34.316,32.538,24.534,15.976
"SF__LM__.027_02862","SF__LM__.027_02862","LM4_20","LAME","Merced","Urban","Y2020",5,2.24,18.718,18.23,25.724,25.803,28.267,9.241,7.906,50.609,60.391,59.535,73.515,25.18,44.002,62.696,65.928,66.153,41.215,24.775,2.96,22.269,33.47,36.622,34.384,28.471,13.366
"SF__LM__.027_03485","SF__LM__.027_03485","LM4_20","LAME","Merced","Urban","Y2020",5,2.12,20.898,19.089,19.853,22.447,23.049,12.555,10.586,50.966,57.851,57.012,70.991,-47.221,41.766,59.102,64.114,63.886,42.35,6.071,-71.382,19.414,35.986,38.403,37.574,26.531,-7.779
"SF__LM__.027_04052","SF__LM__.027_04052","LM4_20","LAME","Merced","Urban","Y2020",5,2.28,19.533,20.197,23.856,26.539,27.571,19.534,17.267,48.595,59.153,58.34,72.319,27.178,43.769,59.047,64.804,65.495,43.013,33.889,4.066,19.993,31.612,34.685,34.345,19.899,13.042
"SF__LM__.027_05027","SF__LM__.027_05027","LM4_20","LAME","Merced","Urban","Y2020",5,2.26,20.835,19.459,23.384,27.077,31.004,19.902,21.17,52.654,60.015,59.232,73.212,-47.221,44.5,58.926,65.339,66.937,43.151,-44.921,-71.597,21.5,32,34.72,32.392,19.708,-69.632
"SF__LM__.027_06606","SF__LM__.027_06606","LM4_20","LAME","Merced","Urban","Y2020",5,2.24,29.916,30.455,30.457,31.07,31.153,18.734,14.633,55.382,62.649,61.814,75.794,45.106,48.092,60.394,69.034,68.779,46.938,35.038,11.688,14.135,26.435,34.461,34.123,24.701,16.902
"SF__LM__.027_07127","SF__LM__.027_07127","LM4_20","LAME","Merced","Urban","Y2020",5,2.52,20.687,18.861,20.165,23.284,26.835,14.323,15.221,56.541,63.821,62.978,76.957,32.929,46.592,64.087,69.649,68.841,46.526,28.505,8.229,23.717,39.908,42.351,37.992,28.189,9.271
"SF__LM__.027_07688","SF__LM__.027_07688","LM4_20","LAME","Merced","Urban","Y2020",5,2.32,21.321,18.906,19.519,22.456,23.234,9.615,7.686,56.162,62.854,62.057,76.036,16.707,48.265,60.081,69.174,68.893,46.843,33.714,-8.269,25.704,36.906,43.064,42.005,33.573,22.373
"SF__LM__.027_08214","SF__LM__.027_08214","LM4_20","LAME","Merced","Urban","Y2020",5,2.26,21.392,19.024,19.77,22.546,23.382,10.08,7.995,56.065,62.985,62.201,76.18,16.55,46.773,59.128,69.403,69.331,46.591,29.611,-8.383,24.208,35.817,43.315,42.408,32.97,18.074
"SF__LM__.027_08786","SF__LM__.027_08786","LM4_20","LAME","Merced","Urban","Y2020",5,2.28,21.528,20.676,26.539,27.179,28.969,12.639,9.292,55.887,62.58,61.796,75.776,33.675,47.348,59.734,68.599,69.11,47.037,31.319,8.567,23.093,29.615,37.84,36.562,30.819,18.448
"SF__LM__.027_09327","SF__LM__.027_09327","LM4_20","LAME","Merced","Urban","Y2020",5,2.26,28.745,25.656,24.553,27.895,30.962,20.81,19.063,55.215,62.671,61.866,75.845,-47.221,44.91,60.234,68.91,68.996,46.161,36.842,-79.506,15.713,32.14,37.474,34.494,21.81,14.238
"SF__LM__.027_09878","SF__LM__.027_09878","LM4_20","LAME","Merced","Urban","Y2020",5,2.34,21.968,20.657,20.716,23.22,29.99,18.674,12.854,55.232,63.967,63.217,77.197,34.292,47.64,60.83,69.365,70.882,47.454,32.653,8.632,23.291,36.422,42.452,37.201,25.088,16.106
"SF__LM__.027_10465","SF__LM__.027_10465","LM4_20","LAME","Merced","Urban","Y2020",5,2.38,22.712,22.331,22.369,27.543,31.921,19.476,16.233,55.103,63.171,62.405,76.385,41.597,47.457,59.586,68.695,69.868,46.012,15.216,15.12,21.36,33.452,37.387,34.181,22.77,-4.783
"SF__LM__.027_11083","SF__LM__.027_11083","LM4_20","LAME","Merced","Urban","Y2020",5,2.4,32,29.944,30.748,30.977,34.57,22.69,27.365,54.096,65.251,64.475,78.455,-47.221,46.276,63.424,70.228,72.072,47.494,-44.921,-83.023,12.53,28.874,35.449,33.699,21.003,-76.088
"SF__LM__.027_11682","SF__LM__.027_11682","LM4_20","LAME","Merced","Urban","Y2020",5,2.24,27.416,26.154,27.196,29.709,30.332,15.404,16.009,55.883,65.079,64.305,78.285,35.806,45.759,64.494,70.442,71.993,47.667,31.367,4.888,16.103,33.795,37.23,38.159,28.761,11.856
"SF__LM__.032_00039","SF__LM__.032_00039","LM9_20","LAME","Merced","Urban","Y2020",5,2.28,24.424,24.31,22.541,22.05,27.506,27.173,22.684,NA,60.828,59.882,73.862,37.631,47.838,62.804,67.89,63.811,46.852,-44.921,9.628,19.949,36.684,42.261,32.726,16.1,-71.184
"SF__LM__.033_00325","SF__LM__.033_00325","LM9_20","LAME","Merced","Urban","Y2020",11,2.58,22.337,19.035,18.444,25.673,26.208,8.178,5.844,NA,57.461,56.493,77.321,35.898,49.308,66.435,70.697,66.514,45.724,35.124,9.446,26.157,43.875,40.908,36.19,33.43,25.164
"SF__LM__.033_01943","SF__LM__.033_01943","LM9_20","LAME","Merced","Urban","Y2020",11,2.7,22.809,21.985,19.439,28.499,20.735,16.511,13.873,45.469,56.236,55.293,76.121,-40.372,51.109,64.089,69.015,66.381,46.062,-38.072,-67.495,24.81,40.337,36.202,41.332,25.237,-56.259
"SF__LM__.033_02857","SF__LM__.033_02857","LM9_20","LAME","Merced","Urban","Y2020",11,2.48,23.6,23.354,23.991,27.824,25.787,18.944,14.54,47.203,54.921,53.952,74.779,39.372,50.383,63.159,67.915,65.564,46.745,24.168,11.827,23.085,35.223,36.147,35.832,23.856,5.683
"SF__LM__.035_00963","SF__LM__.035_00963","LM10_20","LAME","Merced","Urban","Y2020",9,1.76,23.346,22.528,21.173,21.098,24.853,19.179,11.444,NA,47.9,46.885,65.97,40.837,44.122,50.607,61.173,58.758,37.125,32.636,15.035,19.139,26.979,37.62,31.45,15.491,18.737
"SF__LM__.035_02005","SF__LM__.035_02005","LM10_20","LAME","Merced","Urban","Y2020",9,2.5,25.705,24.464,23.862,22.107,23.114,17.103,10.86,41.414,48.547,47.446,66.531,-42.115,38.816,51.972,60.04,57.822,37.098,25.48,-71.799,10.373,24.131,33.953,30.729,16.015,10.641
"SF__LM__.035_03225","SF__LM__.035_03225","LM10_20","LAME","Merced","Urban","Y2020",9,2.18,21.823,20.625,19.784,20.992,20.77,19.926,13.361,38.826,47.184,46.16,65.245,36.562,41.025,50.296,59.575,56.8,40.018,30.501,11.354,17.016,27.128,35.198,32.646,16.708,13.756
"SF__LM__.035_04082","SF__LM__.035_04082","LM10_20","LAME","Merced","Urban","Y2020",9,2.12,23.502,21.818,21.626,22.544,24.588,19.916,16.118,40.255,51.233,50.321,69.406,37.911,43.012,51.984,63.562,62.053,42.052,-39.815,11.145,17.931,27.094,37.754,34.202,18.873,-59.196
"SF__LM__.035_04868","SF__LM__.035_04868","LM10_20","LAME","Merced","Urban","Y2020",9,1.86,26.251,25.932,23.783,20.274,21.781,15.055,10.831,43.225,52.653,51.722,70.807,-42.115,-42.215,57.615,65.784,63.06,42.294,-39.815,-71.061,-70.843,31.137,42.816,38.584,24.544,-53.341
